Restaurant,Review,Topics,Rating
ayakosushi,"Very good, very friendly welcome!!",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Easy ordering and quality always there,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Delicious and relatively...Delicious and relatively hearty dishes. I recommend,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,RES GOOD PRODUCTS AND ALWAYS PUNCTUAL,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Good brand for fans of…Good brand for fans of Japanese fast food!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,bon click and collection click and copies,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"A treat!Good, no order errors and ready at the desired time.No complaints.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Products always excellent. A little wait when collecting the order this time, but I had mainly ordered products which are eaten fresh and raw, and which were therefore prepared immediately in front of me, so guaranteeing freshness of the products which is really appreciable . Very pleasant staff.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Magnificent! Magnificent! Everything is fresh, everything is good! Great variety... A treat with each order! Looking forward to the reopening of the restaurants",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very nice home !,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,We regret not being able to eat in the restaurant. But we are happy to be able to continue to taste your dishes which we appreciate.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,"I was never disappointed. The service is always impeccable, I have never had an order forgotten. On the contrary, I had twice more sushi. The staff is always smiling. And then how good is it!!",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,👍👍👍👍👍👍👍👍👍👍👍👍👍👍,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Very good sushi, I enjoyed it",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Quick and easy online ordering. Good products.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Excellent ! I recommend,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Perfect as always,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very very good restaurant,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Always on top....,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Excellent!! What more can I say!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Ok good and compliant,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Always so good and fresh.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,always so good and fresh,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very good product except that each time...Very good product except that each time it's the same thing I only take ass rolls with salmon around but the salmon never makes the turn when serving you don't see it because they arrange for the glued so that we don't see it at the price where it is sold it is abuse otherwise good recipes,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,2
ayakosushi,Still very good,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Your application does not work, I chose my order, I validated the time and when I arrived at the restaurant to collect my order there was no order recorded.... fortunately there was no It wasn't too late, the restaurant had time to make me an order but I had to wait 20 minutes there...",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,1
ayakosushi,It's not the first time I...It's not the first time I've ordered and I've never been disappointed,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Always a treat this place. Both on the welcome and on the quality of the products.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very good I recommend!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,Very good value for money I…Very good value for money I will definitely come back,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Always friendly and very good!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Very good, good welcome but the makis…Very good, good welcome but the badly made makes were broken we see that it was done in a hurry it's a shame given the price we pay they could pay attention to what they serve on it but I will go back anyway",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,3
ayakosushi,"Great. Very good quality, I enjoy it.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Perfect perfect order, very fresh products I recommend!",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"on the site directly, fast and very good",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,superduper ! MERCI DE continue A NOUS server,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"tres bons sushis, service spa",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very good restaurant....,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Very good but mistake on the sauce, again..",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,On top as always,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Very good, warm welcome 😉",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Always excellent! Always excellent! Good products and a perfect welcome.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Delicious and fresh,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,sushi excellent !!!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Still as good!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Parfait 👌 👌 👌 👌 👌 👌 👌 👌 👌 👌 👌,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Always top service and very good quality products,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Fresh and very good sushi! Large in size. Good quality/quantity/price ratio. Thank you and recommend!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Excellent as usual,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very good as usual,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Super fresh products! Top ! We enjoy.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Pleasant team and excellent cuisine,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,and excellent products,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Very good quality sushi. Just a small downside, the site doesn't work very well.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Excellent! I highly recommend.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very warm welcome and the quality is...Very warm welcome and the quality is always there!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Forgotten desserts,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,3
ayakosushi,Excellent as usual,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very good on the other hand the welcome is not…Very good on the other hand the welcome is not great.Lack of humanism,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,4 * because I tasted those from Japan but…4 * because I tasted those from Japan but they are very good,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,In the top. Order ready upon arrival The plus: you can pay by holiday voucher I will come back 👍,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Perfect, very nice and we are always delighted to have fun there.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,I go there almost every week It's the best sushi in I haven't found better Adorable staff Fair price,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very good Very good Hearty Meets expectations We will come back Thank you,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"The best sushi in the area, only downside...The best sushi in the area, only downside, it's not possible to have it delivered, we'll buy even more often",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,My favorite Japanese 😁My favorite Japanese 😁Very welcoming staff and excellent quality!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Order ready on time, quality products and a very large choice.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Normally I would have given it 5 stars... Normally I would have given it 5 stars without hesitation. Usually the welcome is pleasant, the products impeccable. But yesterday the services were not up to our standards. No hello please thank you or goodbye from the cashier: have you ordered? Has what name ? That’s 41.97 e. She didn't say another word...The food was good but obviously the ginger had dried somewhat in the open air...not very reassuring for a sushi restaurant at that point.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,"Order ready very quickly, Very good",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Delicious and well packaged as always,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Always well served, polite and clean, the restaurant in guerre is undoubtedly a guarantee of quality. Extremely varied menu. I highly recommend it.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Welcoming staff. Never disappointed.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very good. I recommend.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Quality of service and delivery times…Quality of service and order times. Excellent value,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Order in accordance with my request Ready at the requested time Very good!!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Next time I will check the order because 1 rice and sauces were missing for one menu out of the 3 ordered,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,"The dishes were very well prepared, however the sweet and savory sauces as well as the baguettes were not included in the order. It would be good to check in future orders.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,"The sushi is very good, everything is perfect! I only give 3 stars, because the app and the site are buggy, taking orders is not smooth. Likewise, it is not possible to call, you get straight to an sir answering machine, the messaging is not even personalized, you don't know if you are at Ayako's.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,3
ayakosushi,"Very good, order ready on time, complete menu and very good. I recommend !",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Excellent sushi! We love! Price a bit high,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,"Very good condition, very welcoming",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,Very very good.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"super nice, very good and cheap",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Perfect ! Very warm welcome, served quickly, top quality 👌",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Delicious sushi, very nice and friendly staff. The best sushi restaurant around",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very good but the sweet sauce was poorly closed which allowed midges to appear,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,2
ayakosushi,"Does not respect the sauces and the number…Does not respect the sauces and the number requested. Almost certainly much earlier than the planned time, the soup is cold.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,3
ayakosushi,Very fresh delicious food,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Ras. No worries with this site and online ordering. Payment on the spot.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Excellent!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"it's always a pleasure to order...it's always a pleasure to order, the dishes are delicious",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,ready on time,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Quick to prepare and very good sushi…Quick to prepare and very good sushi thank you,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,The application is well done and it's quick and you can pay on site.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Great as usual, except for forgetting 2 chicken skewers",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,First time disappointed because of the tuna which…First time disappointed because of the tuna which was very dry in the sushi,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,3
ayakosushi,great maltreat as usual,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Good service from the restaurant.app to maintain.Good service from the restaurant. Very warm welcome. Too bad you don't offer plain noodles. Too limited quantity of sashimi for the price paid. The app has bugs when making choices. We really need to maintain it because we just want to stop giving in.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,Great as always 😉,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Compliant order, fresh products, ready at the requested time",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Very good, good and not too expensive",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Perfect! Perfect! Order ready on time and complete! Always a delight! To be made again quickly!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Good quality products and order…Good quality products and fast order.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,tres bons sushis. sashimi excellents.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"The sushi top, the welcome a little...The sushi top, the welcome a little hasty, too bad....",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,3
ayakosushi,Very good and generous quantity. And above all prepared on time.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Good overall except the sushi...Good overall except the octopus sushi, held poorly then tasteless, for the price of the pair it was really bland, super disappointed! On the other hand, all the rest disappointed me! Well liked, so 4 stars are well deserved! 💪",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,As usual we had a great time. Everything is top notch.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,It's good. Too bad all the containers are plastic. Please make an effort towards recycling.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,Perfect . I recommend .,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Top!! Top!!! Very good quality products! I recommend :),restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Good but order error received…Good but order error received chicken instead of tuna,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,Excellent and always the same quality! I highly recommend,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Perfect as usual,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Still excellent. Freshness upon appointment. Order ready on time. parfait,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Top! The sushi was delicious, we had a great time!",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Top.Top as always,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,15min wait despite an order…15min wait despite an Internet order,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,"Easy ordering via the website, ready on time for collection (I ordered at 6pm for 6:30pm and my order was ready when I arrived). The dishes are excellent and the portions are really generous! We ordered a duo menu and we were delighted: the fish was delicious, and there was definitely something to please yourself and be full. I highly recommend!",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Really good and great choice,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very good Too bad the sweet and savory sauces were missing which were in the order,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,3
ayakosushi,We make an order every time...We make an order every time to eat at home. And for at least 6 orders we have been missing a dish! I'm willing to give the benefit of the doubt but after the sixth time I'm asking myself questions...otherwise I'm very satisfied with the dishes which meet our expectations.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,3
ayakosushi,Excellent sushi with consistent quality…Excellent sushi with consistent quality. Super friendly employees.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Great welcome! Very good meal! Well done to the team despite the world you keep your sense of business!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Quality product and service…Quality product and impeccable service.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Super quick and delicious!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Top as always!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very good as always!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,Very good restaurant The staff is very nice Too bad the mobile application no longer works,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Very good restaurant, everything is perfect, the skewers, sushi, rolls and the welcome is great! I'm never disappointed!",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Very good products, and really hearty dishes!",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Hello, The ayano site is poorly designed, - I do not see the names of the dishes in their entirety - And in addition there is no indication of their composition (tuna, salmon or others). So when I choose, I'm not sure I like the ingredients. - When I order my order doesn't remain visible so I can't check or recommend, unless I go through the like of each dish but that's not practical and it doesn't stay in memory.P.S. this is not the first time that I have ordered by “click and collect” from my phone, best regards regis doubt",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,Excellent value for money. Fast and plentiful. One of the best sushi restaurants in Metz.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Always on top..Always on top...only downside with the internet orders which are tedious (bug...) maybe I'm the only one with this problem...the application doesn't work at all. Small suggestion: It would be nice to have new compositions of rolls with more varied ingredients...,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Excellent service and as always…Excellent service and as always delicious,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Always as good and well served thank you…Always as good and well served thank you don’t change anything,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Tres bon , super",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Always so good, fast and efficient.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,At the top!!! At the top!!! Reception and product quality,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Friendly welcome, order ready at the agreed time. Good products, I recommend.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very good products,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Perfect! Quality and sympathy always there!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Order ready at the scheduled time, complete, and delicious :) We can't wait to place the next order!",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Excellent and very good welcome very…Excellent and very good welcome very organized and professional thank you,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Fresh, plentiful and very good. Convenient takeaway service and a warm, smiling welcome.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Impeccable restaurant, orders prepared with care, always on time. Smiling welcome.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Nothing to say. Simple, quick, fresh and excellent",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"At the top as always, warm welcome, quick support and above all super good",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,ayano does everything necessary for us…Ayako does everything necessary to give us the best welcome!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Order delivered on time well…Order delivered on time well packaged.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Very warm welcome, smiling and helpful staff",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Very good. Very good. Too bad promotional codes are so rare.,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,"At the top, still just as good, even at home. All that remains is to make an effort on the containers (a lot of plastic to throw away)",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
ayakosushi,Super good every time,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Good quality products - which explains the value for money Online orders are correct Collection times are respected,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,very good food .very good food .. excellent. !!,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"Always top-notch service, fresh products and a very warm welcome!",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,"The products are fresh and the service…The products are fresh and the service is fast, I have never been disappointed. Price-quality level is the best.",restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,5
ayakosushi,Still as good and good quality…Always as good and good quality 😀,restaurant good; good fresh; perfect usual; missing order; order time; good sushi; excellent quality; order ordering; sushi good; delicious fast,4
